Structure,SMILES,Charge
FAYZIO_spec_0_BA_2H,S=C(Nc1cc(ccc1)C)Nc1ncccc1,0
FAZLAT_spec_0_BA_2H,S=C(Nc1ncccc1)Nc1ccc(cc1)C,0
FAZNEC_spec_1_BA_2H,O([C@H]1CC[C@H](NC(=O)N[C@@]23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)CC1)c1ccc(cc1)C(=O)O,0
FEBWUG_spec_1_BA_2H,FC(F)(F)c1cc2cc([nH]c2c(NC(=O)NCCCCCC)c1)CCCC,0
FEBXAN_spec_0_BA_2H,C(CCCC)CNC(=O)Nc1ccc(cc1)C(F)(F)F,0
FECDOJ_spec_0_LB,P(=O)(N1c2ccccc2[C@]2(C1=CC(=O)CC2)CCNC(=O)OC(C)(C)C)(N(C)C)N(C)C,0
FECHUT_spec_1_LB,P(=O)(N1[C@@H]2C[C@H](O)C=C[C@]2(c2cc3OCOc3cc2C1)CCO)(N(C)C)N(C)C,0
FEDTUD_spec_0_LB_E,N1[C@]2(CCC1=S)CC=CC[C@@H]2c1cc2OCOc2cc1,0
FEFLUA_spec_1_BA_2H,C(/C(=C/[C@@H]1C([C@@H]1C(=O)NC(=S)Nc1cc(C#N)nn1c1ccc(cc1)C)(C)C)/Cl)(F)(F)F,0
FEFXUL_spec_0_BA_2H,S(c1c(NC(=S)NC(=O)c2ccccc2)cccc1)Cc1ccccc1,0
FEGPUF_spec_0_LB,P(=O)(n1c2ccccc2c2c1cccc2)(n1c2ccccc2c2c1cccc2)n1c2c(c3c1cccc3)cccc2,0
FEJNAM_spec_1_LB_C,[C]1N(C(=C(c2ccccc2)N1Cc1ccccn1)c1ccccc1)[C@H](CO)Cc1ccccc1,0
FEKQET_spec_0_BA_2H,C(=S)(N[C@H]1[C@@H](CCCC1)N(C)C)N[C@@H](C(C)(C)C)C(=O)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,0
FELYAZ_spec_0_LB,C12=CC=C(OP(N3CCCC3CNC4=CC=CC=C4)O5)C(C6=C5C=CC7=C6C=CC=C7)=C1C=CC=C2,0
FELYED_spec_0_LB,C12=CC=C(OP(N3CCCC3CNC4=CC=CC=C4)O5)C(C6=C5C=CC7=C6C=CC=C7)=C1C=CC=C2,0
FELYIH_spec_0_LB,C[Si](C1=CC(C=CC=C2)=C2C3=C1OP(N4C(CNC5=CC=CC=C5)CCC4)OC6=CC=C7C(C=CC=C7)=C63)(C)C,0
FELYON_spec_0_LB,C12=CC=C(OP(N3C(CNC4=CC=C(C5=CC=CC=C5)C=C4)CCC3)O6)C(C7=C6C=CC8=C7C=CC=C8)=C1C=CC=C2,0
FEPTAV_spec_0_LB_E,C(=O)(N[C@@H]1[C@@H](O)Cc2c(ccc(c2C1)OC)OC)[C@H]1NCCC1,0
FEQYAD_spec_0_LB_E,c1ccccc1C[C@@]1(C(=O)OC)[C@@H]([C@@H]([C@H](c2ccc(cc2)Cl)N1)C(=O)C)C(=O)C,0
FEQYIL_spec_0_LB_E,O=C1N[C@@H]2[C@@H](C1)C[C@@H]1[N@@]([C@H]2c2ccccc2)CCC1,0
FESQOM_spec_0_LB_E,O=C1N[C@@H](C(=O)/C/1=C(/O)\[C@@H]1[C@@H]2[C@H](CC(=CC2)C)C=C[C@@H]1C)Cc1ccc(O)cc1,0
FETSUV_spec_0_LB_E,N1[C@H]([C@@]([C@@H]([C@H]1C(=O)OC)c1ccccc1)(C#N)c1ccccc1)c1ccc(cc1)Cl,0
FETTAA_spec_0_BB,O=C(OCC)/C(N=P(c1ccccc1)(c2ccccc2)c3ccccc3)=C\c4ccccc4,0
FEXGIZ_spec_0_BB,O[C@@H]([C@H]1[N@@]2C[C@@H]([C@@H](CC2)C1)CC)c1ccnc2c1cccc2,0
FEYXOX_spec_0_BB,C1[C@H]([C@H]2CC[N@@]1[C@@H](C2)[C@@H](c1ccnc2ccc(cc12)OC)O)C(C)(F)F,0
FIBRIS_spec_1_LB_C,N1([C]N(C(=C1C)C)C1CCCCC1)C1CCCCC1,0
FICPEN_spec_0_LB,C1(C=CC=C2)=C2C(C3=C(C=CC=C4)C4=CC=C3OP(N5C(C=CC=C6)=C6CC5)O7)=C7C=C1,0
FICTIU_spec_0_BA_2H,c1c(N[C@H](CCCNC(=O)N[C@H](C)c2ccccc2)C)c2ncccc2cc1OC,0
FICYAT_spec_0_BA_2H,S=C(NC(=O)C(c1ccccc1)c1ccccc1)Nc1c(cccc1CC)CC,0
FIFKUA_spec_0_BB,N#C/C(C#N)=C(/C(C(OCC)=O)=C(C#N)\C#N)N=P(c1ccccc1)(c2ccccc2)c3ccccc3,0
FIJBUY_spec_0_LB,O(C)C(=O)C[C@H](c1ccccc1)[C@H](c1ccccc1)CC(=O)c1c[n+]([O-])ccc1,0
FIKGEM_spec_0_LB,O=C(C1=CC=CC=C1)OCC2=C(OP(N(C)C)O3)C(C4=C3C=CC5=C4C=CC=C5)=C(C=CC=C6)C6=C2,0
FIKGIQ_spec_0_LB,CN(P1OC2=C([Si](C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=CC=C5)C=C6C(C=CC=C6)=C2C7=C(O1)C=CC8=C7C=CC=C8)C,0
FISZUD_spec_0_BA_2H,S=C(NC(C)(C)C)NC(C)(C)C,0
FITBAM_spec_0_BA_2H,S=C(NC(C)(C)C)NC,0
FITBEQ_spec_0_BA_2H,S=C(NC(C)(C)C)NCc1ccccc1,0
FITBIU_spec_0_BA_2H,S=C(NC(C)(C)C)NCC=C,0
FITBOA_spec_0_BA_2H,c1(c(CNC(=S)NC(C)(C)C)cccc1)CNC(=S)NC(C)(C)C,0
FITBUG_spec_0_BA_2H,C(C(=C)CNC(=S)NC(C)(C)C)NC(=S)NC(C)(C)C,0
FITCAN_spec_0_BA_2H,S=C(NC/C=C/CNC(=S)NC(C)(C)C)NC(C)(C)C,0
FIXNUY_spec_0_BA_2H,Oc1nc(nc(c1)N(CCCC)CCCC)NC(=O)NCCCC,0
FIZLUX_spec_0_LB_E,O[C@H]1[C@H](NC(=O)C1)Cc1ccccc1,0
FIZSOZ_spec_0_BA_2H,O=C(Nc1c(O)cccc1)NC(=O)c1ccccc1,0
FOBNIW_spec_1_LB_E,O/C(=C/1\C(=O)N[C@H](C1=O)[C@@H](C)CC)/[C@@H]1[C@H]2CCCC[C@H]2C=C[C@H]1C(=O)O,0
FOCDOR_spec_0_BB,O[C@H](c1c2ccccc2ncc1)[C@H]3[N@@+]4(CC([O-])=O)C[C@@H](C=C)[C@H](CC4)C3,0
FOFDEK_spec_0_BA_2H,O(c1c(NC(=S)NC(=O)c2c(F)cccc2)cccc1)C,0
FOFPUO_spec_0_LB_E,O=C1Nc2c([C@H]3[C@@H]1[C@@]1(c4c(N(C1=O)C)cccc4)NC3=O)cccc2,0
FOFRAW_spec_0_LB_E,O=C1N(c2c([C@]31NC(=O)[C@@H]1[C@H]3C(=O)Nc3ccc(Cl)cc13)cccc2)C,0
FOGTOL_spec_1_LB,[O-][n+]1ccccc1c1nc(c2[n+]([O-])cccc2)ccc1,0
FOGYUW_spec_0_LB_E,[nH]1c2ccccc2c(c1)C[C@]1(N[C@H]2[C@@H](C1)COc1c2c2ccccc2cc1)C(=O)OC,0
FOHDIQ_spec_1_BA_2H,S=C(NCC(=O)O)NC(=O)c1ccccc1,0
FOHJAQ_spec_0_BB,C=C(C[C@H](C(OCC)=O)O)c1c(N=P(c2ccccc2)(c3ccccc3)c4ccccc4)cccc1,0
FOHMAT_spec_1_BA_2H,S=C(Nc1cccc(O)c1)NC(c2cccc([N+]([O-])=O)c2)=O,0
FOHMEX_spec_0_BA_2H,S=C(NC(=O)c1ccc(OC)cc1)Nc1cc(O)ccc1,0
FOHMIB_spec_0_BA_2H,N(C(=O)c1ccc(cc1)c1ccccc1)C(=S)Nc1cc(O)ccc1,0
FOHMOH_spec_0_BA_2H,O=C(NC(=S)Nc1cc(O)ccc1)c1cc(OC)ccc1,0
FOKJEU_spec_2_LB_C,S1[C]N(C(=C1CCO)C)Cc1c(N)nc(C)nc1,0
FOKNEA_spec_0_LB_E,O=C1N[C@H](c2n(nnn2)C(C)(CC(C)(C)C)C)CC1,0
FOKNIE_spec_0_LB_E,n1(c(nnn1)[C@H]1NC(=O)CC1)C1CCCCC1,0
FONGOF_spec_0_BA_2H,O=C(NC(=S)N[C@H](C(=O)O)Cc1nc[nH]c1)c1ccccc1,0
FONKIF_spec_0_BB,CSc1c(N=P(c2ccccc2)(c3ccccc3)c4cc5ccccc5[nH]4)cccc1,0
FONNUU_spec_0_LB_E,Brc1ccc([C@@H]2[C@@](N[C@@H](C32C(=O)c2ccccc2C3=O)c2ccccc2)(C(=O)OCC)C(F)(F)F)cc1,0
FONYUD_spec_0_LB_E,C[C@]1(CC[C@H]([C@@]23N[C@@H]4[C@@H](C(C)C)[C@@H]3[N+]([O-])=O)C1(C)C)[C@@H]2OC4=O,0
FOVBEY_spec_0_LB_E,S1(=O)(=O)N(C(=O)[C@H]2N[C@H]([C@@H]3[C@H]2C(=O)N(C3=O)c2ccccc2)c2ccccc2)[C@H]2[C@]3(C([C@@H](C2)CC3)(C)C)C1,0
FOVJUX_spec_1_BB,Cc1c(/N=C2P(C(C)(C)C)(C(C)(C)C)=N/C(P(C(C)(C)C)(C(C)(C)C)=N/2)=N\c3c(C)cc(C)cc3C)c(C)cc(C)c1,0
FOWPIR_spec_0_BA_2H,S=C(NC(c1ccc([N+]([O-])=O)cc1)=O)Nc2ccc(Br)cc2,0
FOWVOD_spec_0_BA_2H,S=C(NC(=O)c1ccccc1)Nc1c(Cl)nccc1,0
FOXCUR_spec_0_LB_E,CC1(C)[C@H]([C@]23N[C@H]4[C@@H](C(C)C)[C@H]3[N+]([O-])=O)CC[C@]1(C)[C@H]2OC4=O,0
FOXXEX_spec_0_LB,[n+]1(c2c(cc(cc2ccc1)C)NS(=O)(=O)c1ccc(cc1)C)[O-],0
FOYFAD_spec_0_LB_E,[C@H]1([C@@]2(c3c(cccc3)NC2=O)[C@H]([C@H](C(=O)OC)N1)C(C)C)c1cc(ccc1)Cl,0
FOZBEE_spec_0_LB_E,O=C1N[C@@H](C(=O)[C@]1(C(=O)OCc1ccccc1)C)CC(C)C,0
FOZBUU_spec_0_LB_E,O=C1N[C@H](C(=O)[C@@]1(C(=O)OC)C)COC(C)(C)C,0
FUBXAD_spec_0_BA_2H,S=C(Nc1ccc(cc1)C)NC(=O)CCCBr,0
FUBXEH_spec_0_BA_2H,O=C(NC(=S)Nc1cc(C)ccc1)CCCBr,0
FUDJEU_spec_0_BA_2H,c1ccccc1NC(=O)Nc1ccc(cc1)C#C,0
FUDPIF_spec_1_BA_2H,S=C(Nc1cccc2c1[nH]cc2)Nc1cccc2c1nc(cc2OCC(C)C)C(=O)NCc1ccccc1,0
FUGYUB_spec_2_LB_C,S1[C]N(C(=C1CCO)C)Cc1c(=O)[nH]c(nc1)C,0
FUHQEF_spec_0_BA_2H,s1c(NC(=O)NC(=O)c2c(F)cccc2F)nnc1c1c(Cl)cc(Cl)cc1,0
FUHRAC_spec_1_LB_E,OC(=O)[C@@H]1NC(=O)CC1,0
FULYUJ_spec_0_LB_E,O=C1N([C@@](OC[C@H]2NC(=O)CC2)(c2c1cccc2)c1ccccc1)Cc1ccccc1,0
FUMQIN_spec_0_BA_2H,C(=O)(O)CNC(=O)Nc1ccccc1,0
FUMWOB_spec_0_LB_E,Brc1ccc([C@H]2[C@H]([N+]([O-])=O)[C@H](c3ccccc3)N[C@]24c5c(N(Cc6ccccc6)C4=O)cccc5)cc1,0
FUVLIS_spec_1_LB_C,[C]1N(C(=C(c2ccccc2)N1[C@@H]1CCCC[C@H]1/N=C/c1ccccc1)c1ccccc1)C(C)C,0
FUVRUJ_spec_0_LB_E,O(C(=O)[C@@]12NC(=O)C[C@@H]1C2)C,0
FUWHIP_spec_1_BA_2H,O=C(Nc1ccc([N+]([O-])=O)cc1)Nc2cc(B(O)O)ccc2,0
FUWHUB_spec_1_BA_2H,S=C(Nc1ccc([N+]([O-])=O)cc1)Nc2ccccc2,0
FUWJAJ_spec_0_BA_2H,O=C(Nc1ccccc1)Nc2ccc([N+]([O-])=O)cc2,0
FUWKIR_spec_0_LB_E,s1cc2[C@@H]3N[C@@H]([C@H]4C(=O)N(C(=O)[C@@H]34)c3ccccc3)c2c1,0
FUXVEB_spec_0_BA_2H,P1(OCCNC(=S)Nc2ccccc2)N(c2ccccc2)CCN1c1ccccc1,0
GACVIQ_spec_4_LA,Fc1c(F)c(F)cc(c2cc3ccccc3c4c2C[N+]5(Cc6c(c7c8ccccc8ccc7C5)c9ccccc9cc6)Cc(c(c%10cc(F)c(F)c(F)c%10)c%11)c4c%12c%11cccc%12)c1,1
GACXEN10_spec_0_BA_2H,S=C(NC(=O)c1ccc(Cl)cc1)Nc1ccccc1,0
GAFQAI_spec_0_LB_E,[C@@H]1(N[C@H](CC1(C)C)Cc1ccccc1)c1ccccc1,0
GAJTIY_spec_1_BA_2H,S=C(Nc1ccc(C(O)=O)cc1)Nc2ccc([N+]([O-])=O)cc2,0
GANYID_spec_1_BB,O[C@H]([C@@H]1[N@@]2C[C@@H]([C@@H](CC2)C1)[C@@H](O)CO)c1ccnc2ccc(cc12)OC,0
GAPJAK_spec_0_BA_2H,O=C(N/C=C(C#N)/C(OCCOCC)=O)Nc1ccccc1,0
GAQFAH_spec_1_BA_2H,c1(cnccc1)CNC1=C(NCc2cnccc2)C(=O)C1=O,0
GAQHEN_spec_0_BA_2H,c1(ccccc1)C(=O)NC(=S)NC(=O)N,0
GARBIM_spec_0_BA_2H,S=C(Nc1ccccc1)NC(=O)C,0
GARFIQ_spec_0_BA_2H,c1c(cccc1NC(=S)Nc1cccc(c1)O)OC,0
GATFAL_spec_0_LB_E,O(C(=O)[C@@]1(N[C@@H]([C@H]2[C@@H]1C(=O)N(C2=O)C)c1c(NC2=CC(=O)N(C2=O)Cc2ccccc2)cccc1)C)C,0
GAXCOA_spec_0_LB_E,O(C(c1ccccc1)(c1ccccc1)[C@H]1NC[C@@H](OC(=O)c2ccccc2)C1)[Si](C)(C)C,0
GECKOO_spec_0_LB_E,O=C(C1)N[C@H](CC=C)[C@@H]1OS(=O)(C)=O,0
GEHRIU_spec_0_BB,c1(N=P(c2ccccc2)(c3ccccc3)c4ccccc4)ccccc1,0
GEHRUG_spec_0_BB,O=C(N(C)C1=O)C(N=P(c2ccccc2)(c3ccccc3)c4ccccc4)=C1N=P(c5ccccc5)(c6ccccc6)c7ccccc7,0
GEHVOH_spec_0_LB_E,c1(c(cc2c(c1)c(OC[C@@H]1[C@H](CC)[C@H](F)C(=O)N1)ncc2)C(=O)N)OC,0
GEJDIJ_spec_0_BA_2H,N(c1cc(ccc1)C(F)(F)F)C(=S)NC(=O)c1ccccc1,0
GEJQIX_spec_0_LB_E,O=C1N[C@@]2(N=NC(=C([C@@H]2[C@H]1C#N)C#N)N)C(C)(C)C,0
GEJZEC_spec_0_LB_E,N1[C@@]([C@H]2C(=O)OC(=O)[C@H]2[C@H]1c1ccc(cc1)Cl)(C)C(=O)OC,0
GEKDEG_spec_0_BA_1H,O1C(O[C@@H]([C@H]1C(O)(c1cc2c(cccc2)c2ccccc12)c1c2ccccc2c2ccccc2c1)C(O)(c1cc2ccccc2c2ccccc12)c1c2ccccc2c2ccccc2c1)(c1ccccc1)c1ccccc1,0
GELNOD_spec_0_BA_2H,S=C(Nc1ccc(C(F)(F)F)cc1)NC(=O)c1cccc(F)c1,0
GEMZUU_spec_0_BA_1H,Oc1c(c2ccccc2cc1CN1CCOCC1)c1c(c(cc2ccccc12)CN1CCOCC1)O,0
GENBAD_spec_0_BA_1H,c1(c(c(cc2CCCCc12)CN1CCOCC1)O)c1c(O)c(cc2CCCCc12)CN1CCOCC1,0
GENTUP_spec_0_BA_2H,S=C(Nc1c(cccc1)C)NC(=O)c1ccccc1,0
GEQDEN_spec_0_LB_E,S(=O)(=O)(NC[C@H]1NCCC1)C(F)(F)F,0
GERHER_spec_1_LB_C,c1cc2[C@H]3[N@@](CCc2cc1)[C][N@]1[C@@H]3c2ccccc2CC1,0
GERHIV_spec_1_LB_C,[N@]12[C][N@@]3[C@H]([C@@H]1c1c(CC2(C)C)cccc1)c1c(CC3(C)C)cccc1,0
GESYAF_BA_PA,[P@]1(=O)(O)OC([C@H]2[C@H](C(O1)(c1ccccc1)c1ccccc1)OC(O2)(C)C)(c1ccccc1)c1ccccc1,0
GETXIN_spec_0_LB_E,O=C([C@H]1[C@H](N[C@@H](C(=O)OCC)[C@@H]1c1ccccc1)c1ccccc1)c1ccccc1,0
GEXSOU_spec_1_LB_C,N1(C(=C(N([C]1)C)C#N)C#N)C,0
GEYYUE_spec_1_BA_1H,c1(c(c2ccccc2c2ccccc12)O)c1c(c2ccccc2c2ccccc12)O,0
GIDKOW_spec_0_BA_2H,O=C(OCC(C)C)NC(=S)Nc1cccc2c1cccc2,0
GIDXIC_spec_1_BA_1H,OC(c1ccc2c(cccc2)c1c1c(C(O)(c2ccccc2)c2ccccc2)ccc2c1cccc2)(c1ccccc1)c1ccccc1,0
GIFSAS_spec_0_BA_2H,c1ccc(cn1)NC(=O)Nc1ccccc1Oc1ccccc1NC(=O)Nc1cnccc1,0
GIGGEK_spec_0_LB_E,Brc1ccc([C@H]2N[C@H](C[C@@]2(N2C(=O)c3c(C2=O)cccc3)C(=O)OC)C(=O)OC)cc1,0
GIHFOT_spec_0_BA_2H,O=C(C(C)(C)C)NC(Nc1ccc([N+]([O-])=O)cc1)=S,0
GIHKUF_spec_0_BA_2H,O(c1c(cc(NC(=O)Nc2ccc(c(C(=O)NCC)c2)OC)cc1)C(=O)NCC)C,0
GIHMER_spec_0_BA_2H,c1(ccccc1)C(=S)NC(=O)NCCCCCC,0
GIHMIV_spec_0_BA_2H,S=C(NCCCCCC)NC(=O)c1ccc(cc1)C(F)(F)F,0
GIHMUH_spec_0_BA_2H,c1cc(ccc1)C(=O)NC(=O)NCCCCCC,0
GIJVEC_spec_0_BA_2H,c1(c(cccc1)C#CC#C[Si](C)(C)C)NC(=O)NC(=O)C(Cl)(Cl)Cl,0
GIKCUB_spec_1_BA_2H,c1ccc(cn1)NC(=O)Nc1ccccc1NC(=O)Nc1cccnc1,0
GINDEN_spec_0_BA_2H,S=C(Nc1c([N+]([O-])=O)cccc1)NC(C(C)(C)C)=O,0
GINJAP_spec_0_BA_2H,Clc1ccc(cc1Cl)NC(=S)NC(=O)CCC,0
GINJIX_spec_0_BA_2H,Clc1n(nc(C)c1C(=O)NC(=S)Nc1ccc(cc1)C)c1ccccc1,0
GINJOD_spec_1_BA_1H,Oc1c(c2c(O)ccc3ccccc23)c2ccccc2cc1/C=N/C(C)(C)C,0
GIPDOB_spec_1_BA_2H,S=C(Nc1ccccc1)N[C@H]1[C@H](N(Cc2c(cccc2)B(O)O)C)CCCC1,0
GIPRAA_spec_0_LB_E,S1[C@H](N(C(=O)C1)c1ccccc1)[C@@H]1NC[C@@H](O)[C@H]1O,0
GIQJAU_spec_0_BA_2H,O=C(Nc1ncccc1c1ccccc1)Nc1ccccc1,0
GIRFAP_spec_0_LB_E,N1C(=O)[C@H]([C@H]2OC(=O)[C@@]12CC(C)C)C,0
GIRTAD_spec_0_BA_2H,S=C(Nc1ccccc1)Nc2c([N+]([O-])=O)cccc2,0
GISDAO_spec_0_BA_2H,c1(c2ccccc2)ccc(cc1)C(=O)NC(=S)Nc1ccc(Cl)cc1,0
GISTOS_spec_0_BA_2H,c1ccccc1NC(=S)Nc1c(/N=C/c2c3ccccc3cc3ccccc23)cccc1,0
GIVCIA_spec_0_LB_E,[C@@H]1(C(=O)OCC)[C@H](C2([C@](CC(=O)OC)(N1)C(=O)OC)C(=O)c1ccccc1C2=O)c1ccc(cc1)Cl,0
GIVCOG_spec_0_LB_E,[C@@H]1(C(=O)OCC)[C@@H](c2ccc(C)cc2)[C@@]2([C@](C(=O)OC)(CC(=O)OC)N1)C(=O)N(c1c2cccc1)C(=O)OC(C)(C)C,0
GIWMEF_spec_0_BA_1H,Clc1ncc(COCc2c(O)c(c3c(c2)cccc3)c2c(O)c(cc3ccccc23)COCc2ccc(Cl)nc2)cc1,0
GIXKUW_spec_0_LB_E,Clc1c2[C@@H]3[C@H]([C@](OC(=O)C)(Oc2ccc1)C(=O)OCc1ccccc1)[C@@H](c1ccccc1)C(C(=O)OCC)(C(=O)OCC)N3,0
GIYGUR_spec_0_BA_2H,N(C(=S)NC(=O)OCC)c1ccc(cc1)Cl,0
GIYJEE_spec_0_BA_2H,Cc1cc(ccc1)C(=O)NC(=O)Nc1nnc(/C=C/c2ccccc2)s1,0
GIZCOI_spec_0_BA_2H,S=C(Nc1ccccc1NC(=S)NC(=O)c1ccccc1)NC(=O)c1ccccc1,0
GIZSUE_spec_0_LB_E,O([C@@H]1[C@@H]2CN[C@]1(C(=O)O2)C)C(c1ccccc1)c1ccccc1,0
GOBROG_spec_1_BA_PA,P1(=O)(Oc2cccc3c2C2(CC3)CCc3cccc(O1)c23)O,0
GOBRUM_spec_1_BA_PA,P1(=O)(Oc2c3C4(c5c(O1)c(ccc5CC4)c1ccccc1)CCc3ccc2c1ccccc1)O,0
GOCGOX_spec_0_LB_E,Brc1ccc(cc1)[C@@H]1N[C@@H]([C@H](P(=O)(c2ccccc2)c2ccccc2)[C@H]1P(=O)(c1ccccc1)c1ccccc1)C(=O)OC,0
GODGIS_spec_0_LB_E,O1C/C(=C\C[C@@H]2C(=O)O[C@H]1[C@@]1([C@H]2[C@H](N[C@H]1c1ccccc1)C(=O)OC)C(=O)OC)/c1ccc(cc1)Cl,0
GODZEF_spec_1_LB_C,N1([C]N2[C@@H]3c4ccccc4C[C@@H]3OCC2=C1C)c1c(cc(cc1C)C)C,0
GOGREB_spec_2_BA_PA,P1(=O)(Oc2c(-c3c(O1)c(cc1ccccc31)c1c(cccc1CC)CC)c1c(cc2c2c(cccc2CC)CC)cccc1)NP1(=O)Oc2c(-c3c(O1)c(cc1ccccc31)c1c(cccc1CC)CC)c1c(cc2c2c(cccc2CC)CC)cccc1,0
GOGZUY_spec_0_BB,O([C@@H]([C@H]1[N@@]2C[C@@H]([C@H](C1)CC2)C=C)c1ccnc2c1cccc2)C,0
GOHBAH_spec_0_BB,O([C@@H]([C@H]1[N@]2CC[C@@H](C1)[C@H](C2)C=C)c1ccnc2c1cccc2)c1ccccc1,0
GOHHUJ_spec_0_LB,c1c2c(ccc([C@@H](c3cc(Cl)ccc3)C(C)C)[n+]2[O-])ccc1,0
GOHMUO_spec_0_BA_2H,O=N(=O)c1cc(c(cc1)NC(=S)NC(=O)OC)OC,0
GOHNEZ_spec_0_BA_2H,S=C(Nc1c(OC)cccc1)NC(=O)OC,0
GOJNAV_spec_0_BA_2H,S=C(Nc1ccc([N+]([O-])=O)cc1)NC(c2ccccc2C)=O,0
GOJSOQ_spec_1_LB_E,S=C1N[C@@]2(c3c(cccc3)N(C2=O)C)[C@H](/C/1=C(\C(=O)OC)/O)c1cc(ccc1)Br,0
GOJWAF_spec_0_LB_E,O(C)CCCN1C(=O)[C@@]2(N[C@@H]3c4ccccc4NC(=O)[C@@H]3[C@@H]2C1=O)Cc1ccccc1,0
GOLFET_spec_0_BA_2H,S=C(NC(=O)c1ccc(Cl)cc1Cl)Nc1ccc(cc1)Cl,0
GONJOI_spec_0_BA_2H,S=C(NCc1cc(cc(c1)C(C)(C)C)CNC(=S)NCC)NCC,0
GOQBOG_spec_0_BA_2H,C(=O)(NCC(F)(F)F)NCC(F)(F)F,0
GORBOE_spec_0_BA_2H,C(=O)(NC(=O)Nc1ccc(Cl)cc1)NC(=O)c1c(F)cccc1F,0
GORWOC_spec_0_LB_E,FC(F)(F)[C@H]([C@@]1([C@H]2[C@]3(C(N(C)c4ccccc43)=O)N[C@H]1C)[N+]([O-])=O)Oc5c2cccc5,0
GUBKOF_spec_0_LB,c1(c2[n+]([O-])cccc2ccc1)c1ccc(cc1)C(F)(F)F,0
GUCFOC_spec_0_BA_2H,O=C(Nc1cccc2cccnc12)Nc1cccc2cccnc12,0
GUDBEM_spec_0_LB_E,N1[C@@H]2C[C@@H]3[C@@](O)(c4ccccc4)[C@]1([C@H](C2=O)C3)C(=O)OC(C)(C)C,0
GUGFEV_spec_0_LB_E,O[C@@H]1C[C@@H]2CCN[C@@H]2c2c1oc(=O)c1cc3c(OCO3)cc21,0
GUHLUQ_spec_0_LB_E,P(=O)(OCC)(OCC)[C@@]1(N[C@@H](CC1(C)C)C(C)C)C,0
GUMCEY_spec_1_LB_E,O=C1Nc2c(ccc(c2)Br)[C@]21N[C@@H]([C@H]([C@@H]2C(=O)C)c1ccccc1)c1ccccc1,0
GUMCIC_spec_1_LB_E,c12c(cc(cc1)Br)NC(=O)[C@]12N[C@H]([C@H]([C@@H]1c1ccccc1)C(=O)C)c1ccccc1,0
GUMDAW_spec_0_BA_2H,O=C(N1[C@@H](CCc2c(cccc2)C1)C)CN1C(=O)O[C@]2(C1=O)c1c(cc(NC(=O)NC)cc1)CC2,0
GUMDIE_spec_1_BA_2H,O1[C@]2(C(=O)NC1=O)CCc1cc(NC(=O)NC)ccc21,0
GUNWUH_spec_0_BA_2H,S=C(Nc1nc(cc(c1)C)C)Nc1ccccc1C,0
GUNXAO_spec_0_BA_2H,N(C(=S)Nc1cc(C)ccc1)c1nc(C)cc(c1)C,0
GUNXES_spec_0_BA_2H,S=C(Nc1ccc(cc1)C)Nc1cc(C)cc(n1)C,0
GUPGOP_spec_0_LB_E,O=S(O[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@]3(C(OC)=O)NC(CC3)=O)(c4ccc(C)cc4)=O,0
GUQJOS_spec_0_LB_E,Brc1ccc(cc1)[C@@H]1[C@@H](C(=O)OC)N[C@H](C1(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1ccc(cc1)OC,0
GUQJUY_spec_0_LB_E,C(C)(C)(C)OC(=O)C1([C@H](N[C@H]([C@@H]1c1ccccc1)C(=O)OC)c1cccc2ccccc12)C(=O)OC(C)(C)C,0
GUQKAF_spec_0_LB_E,Brc1ccc(cc1)[C@@H]1[C@@](C)(C(=O)OC)N[C@H](C1(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c1ccccc1,0
GURXOI_spec_0_BA_2H,O=C(NCC#C)NCC#C,0
GUTBAZ_spec_1_BA_2H,O=C(Nc1ccccc1C#CC#Cc1c(NC(=O)Nc2ccc(C)cc2)cccc1)Nc1ccc(C)cc1,0
GUWFIN_spec_0_BA_2H,O=C(NC(=S)Nc1ccc(Br)cc1)c1ccccc1,0
GUXTEA_spec_0_LB_E,N1[C@H](c2ccc(nc2)Br)CCC1,0
HABNIJ_spec_2_LB_C,N1([C]N(C(=C1C)C)CCCCCC)CCCCCC,0
HACFUM_spec_0_LB_E,N1[C@@H]([C@@H](O)CC1=O)CC(=O)OC,0
HACGAT_spec_0_LB_E,N1C(=O)C[C@@H]2OC(=O)C[C@H]12,0
HAHFAX_spec_0_LB_E,O=C(OCC)[C@]12[C@](NC(=O)C2=O)(C(=O)OCC)[C@H]2C=C[C@@H]1CC2,0
HAHFED_spec_0_BA_2H,S=C(NC(=O)c1ccc(cc1)Cl)Nc1n(nc(c1)C#N)c1c(cc(C(F)(F)F)cc1Cl)Cl,0
HAKWOF_spec_0_BA_1H,Oc1c2ccccc2c2ccccc2c1c1c2ccccc2c2ccccc2c1O,0
HAMDOR_spec_0_BA_2H,n1c2c(N[C@H](CCCNC(=O)N[C@H](C)c3ccccc3)C)cc(OC)c(c2c(cc1)C)Oc1ccc(Cl)c(Cl)c1,0
